,,,Nuclei,Word-final,Harmonic,SonSeq,Boundaries
,,,C1,C2,C3,C4,C5
,pel=tileh=miin,0,1,1,,,2
,pel=tilehmiin,0,1,,,,1
,pelti=leh=miin,0,1,1,,,2
,peltileh=miin,0,,1,,,1
,peltilehmiin,0,,,,,
vapaamuurarit,vapaa=muurarit,1,,,,,1
,vapaa=mu=ura=rit,0,2,,,,3
,vapaa=mu=urarit,0,1,,,,2
,vapaa=muura=rit,0,1,,,,2
,vapaamu=ura=rit,0,1,,,,2
,vapaamu=urarit,0,,,,,1
,vapaamuura=rit,0,1,,,,1
,vapaamuurarit,0,,,,,
verivarastot,veri=varastot,1,,,,,1
,veri=varast=ot,0,1,,,1,2
,verivarast=ot,0,1,,,1,1
,verivarastot,0,,,,,
storassa,storassa,1,,,,,
,stora=ssa,0,1,,,1,1
nikinmäki,nikin=mAki,1,,,,,1
,ni=kin=mAki,0,2,,,,2
,ni=kinmAki,0,1,,,,1
,nikinmAki,0,,,,,
valuuttakurssimuutoksista,valuutta=kurssi=muutoksista,1,,,,,2
,valuutta=kurssi=muuto=ksista,0,,,,1,3
,valuutta=kurssimuuto=ksista,0,,,,1,2
,valuutta=kurssimuutoksista,0,,,,,1
,valuuttakurssi=muuto=ksista,0,,,,1,2
,valuuttakurssi=muutoksista,0,,,,,1
,valuuttakurssimuuto=ksista,0,,,,1,1
,valuuttakurssimuutoksista,0,,,,,
tönkösti,tOnkOsti,1,,,,,
,tOn=kO=sti,0,3,,,,2
,tOn=kOsti,0,1,,,,1
,tOnkO=sti,0,1,,,,1
evankeliumeja,evankeliumeja,1,,,,,
,evan=keli=u=me=ja,0,3,,,,4
,evan=keli=u=meja,0,1,,,,3
,evan=keli=ume=ja,0,1,,,,3
,evan=keli=umeja,0,,,,,2
,evan=keliu=me=ja,0,2,,,,3
,evan=keliu=meja,0,,,,,2
,evan=keliume=ja,0,1,,,,2
,evan=keliumeja,0,,,,,1
,evankeli=u=me=ja,0,3,,,,3
,evankeli=u=meja,0,1,,,,2
,evankeli=ume=ja,0,1,,,,2
,evankeli=umeja,0,,,,,1
,evankeliu=me=ja,0,2,,,,2
,evankeliu=meja,0,,,,,1
,evankeliume=ja,0,1,,,,1
puolustuspuheessaan,puolustus=puheessaan,1,,,,,1
,puolustuspuheessaan,0,,,,,
stenhäll,stenhAll,1,,,,1,
,sten=hAll,0,2,,,1,1
kuninkaanlähteen,kuninkaan=lAhteen,1,,,,,1
,kuninkaan=lAhte=en,0,1,,,,2
,kuninkaanlAhte=en,0,1,,1,,1
,kuninkaanlAhteen,0,,,1,,
kiusaamasta,kiusaamasta,1,,,,,
,kiusaama=sta,0,1,,,,1
hienonen,hienonen,1,,,,,
,hieno=nen,0,1,,,,1
barbaarisena,barbaarisena,1,,,,,
,bar=baari=sen=a,0,3,,,,3
,bar=baari=sena,0,1,,,,2
,bar=baarisen=a,0,2,,,,2
,bar=baarisena,0,1,,,,1
,barbaari=sen=a,0,2,,,,2
,barbaari=sena,0,,,,,1
,barbaarisen=a,0,1,,,,1
välinpitämättömältä,vAlin=pitAmAttOmAltA,1,,,,,1
,vAli=n=pitA=mAt=tO=mAlt=A,0,5,,,1,6
,vAli=n=pitA=mAt=tO=mAltA,0,3,,,1,5
,vAli=n=pitA=mAt=tOmAlt=A,0,3,,,1,5
,vAli=n=pitA=mAt=tOmAltA,0,2,,,1,4
,vAli=n=pitA=mAttO=mAlt=A,0,3,,,1,5
,vAli=n=pitA=mAttO=mAltA,0,1,,,1,4
,vAli=n=pitA=mAttOmAlt=A,0,2,,,1,4
,vAli=n=pitA=mAttOmAltA,0,1,,,1,3
,vAli=n=pitAmAt=tO=mAlt=A,0,4,,,1,5
,vAli=n=pitAmAt=tO=mAltA,0,2,,,1,4
,vAli=n=pitAmAt=tOmAlt=A,0,2,,,1,4
,vAli=n=pitAmAt=tOmAltA,0,1,,,1,3
,vAli=n=pitAmAttO=mAlt=A,0,3,,,1,4
,vAli=n=pitAmAttO=mAltA,0,1,,,1,3
,vAli=n=pitAmAttOmAlt=A,0,2,,,1,3
,vAli=n=pitAmAttOmAltA,0,1,,,1,2
,vAli=npitA=mAt=tO=mAlt=A,0,4,,,1,5
,vAli=npitA=mAt=tO=mAltA,0,2,,,1,4
,vAli=npitA=mAt=tOmAlt=A,0,2,,,1,4
,vAli=npitA=mAt=tOmAltA,0,1,,,1,3
,vAli=npitA=mAttO=mAlt=A,0,2,,,1,4
,vAli=npitA=mAttO=mAltA,0,,,,1,3
,vAli=npitA=mAttOmAlt=A,0,1,,,1,3
,vAli=npitA=mAttOmAltA,0,,,,1,2
,vAli=npitAmAt=tO=mAlt=A,0,3,,,1,4
,vAli=npitAmAt=tO=mAltA,0,1,,,1,3
,vAli=npitAmAt=tOmAlt=A,0,1,,,1,3
,vAli=npitAmAt=tOmAltA,0,,,,1,2
,vAli=npitAmAttO=mAlt=A,0,2,,,1,3
,vAli=npitAmAttO=mAltA,0,,,,1,2
,vAli=npitAmAttOmAlt=A,0,1,,,1,2
,vAli=npitAmAttOmAltA,0,,,,1,1
,vAlin=pitA=mAt=tO=mAlt=A,0,4,,,,5
,vAlin=pitA=mAt=tO=mAltA,0,2,,,,4
,vAlin=pitA=mAt=tOmAlt=A,0,2,,,,4
,vAlin=pitA=mAt=tOmAltA,0,1,,,,3
,vAlin=pitA=mAttO=mAlt=A,0,2,,,,4
,vAlin=pitA=mAttO=mAltA,0,,,,,3
,vAlin=pitA=mAttOmAlt=A,0,1,,,,3
,vAlin=pitA=mAttOmAltA,0,,,,,2
,vAlin=pitAmAt=tO=mAlt=A,0,3,,,,4
,vAlin=pitAmAt=tO=mAltA,0,1,,,,3
,vAlin=pitAmAt=tOmAlt=A,0,1,,,,3
,vAlin=pitAmAt=tOmAltA,0,,,,,2
,vAlin=pitAmAttO=mAlt=A,0,2,,,,3
,vAlin=pitAmAttO=mAltA,0,,,,,2
,vAlin=pitAmAttOmAlt=A,0,1,,,,2
,vAlinpitA=mAt=tO=mAlt=A,0,4,,,,4
,vAlinpitA=mAt=tO=mAltA,0,2,,,,3
,vAlinpitA=mAt=tOmAlt=A,0,2,,,,3
,vAlinpitA=mAt=tOmAltA,0,1,,,,2
,vAlinpitA=mAttO=mAlt=A,0,2,,,,3
,vAlinpitA=mAttO=mAltA,0,,,,,2
,vAlinpitA=mAttOmAlt=A,0,1,,,,2
,vAlinpitA=mAttOmAltA,0,,,,,1
,vAlinpitAmAt=tO=mAlt=A,0,3,,,,3
,vAlinpitAmAt=tO=mAltA,0,1,,,,2
,vAlinpitAmAt=tOmAlt=A,0,1,,,,2
,vAlinpitAmAt=tOmAltA,0,,,,,1
,vAlinpitAmAttO=mAlt=A,0,2,,,,2
,vAlinpitAmAttO=mAltA,0,,,,,1
,vAlinpitAmAttOmAlt=A,0,1,,,,1
,vAlinpitAmAttOmAltA,0,,,,,
sokeritautiin,sokeri=tautiin,1,,,,,1
,sokeri=tauti=in,0,1,,,,2
,sokeritauti=in,0,1,,,,1
,sokeritautiin,0,,,,,
lisääntymisjärjestelmä,lisAAntymis=jArjestelmA,1,,,,,1
,lisAA=n=tymis=jArjestelmA,0,1,,,1,3
,lisAA=n=tymisjArjestelmA,0,1,,,1,2
,lisAA=ntymis=jArjestelmA,0,,,,1,2
,lisAA=ntymisjArjestelmA,0,,,,1,1
,lisAAn=tymis=jArjestelmA,0,,,,,2
,lisAAn=tymisjArjestelmA,0,,,,,1
,lisAAntymisjArjestelmA,0,,,,,
tappokoneita,tappo=koneita,1,,,,,1
,tap=po=kone=ita,0,2,1,,,3
,tap=po=koneita,0,2,1,,,2
,tap=pokone=ita,0,1,1,,,2
,tap=pokoneita,0,1,1,,,1
,tappo=kone=ita,0,,,,,2
,tappokone=ita,0,,,,,1
,tappokoneita,0,,,,,
kotipelin,koti=pelin,1,,,,,1
,koti=peli=n,0,1,,,1,2
,kotipeli=n,0,1,,,1,1
,kotipelin,0,,,,,
selviytyvät,selviytyvAt,1,,,,,
,selvi=yty=vAt,0,1,,,,2
,selvi=ytyvAt,0,,,,,1
,selviyty=vAt,0,1,,,,1
peppuaan,peppuaan,1,,,,,
,peppua=an,0,1,,,,1
käskytyksen,kAskytyksen,1,,,,,
,kAsky=tyksen,0,,,,,1
katrineholmiin,katrineholmiin,1,,,,,
,katri=ne=hol=miin,0,2,,,,3
,katri=ne=holmiin,0,1,,,,2
,katri=nehol=miin,0,,,,,2
,katri=neholmiin,0,,,,,1
,katrine=hol=miin,0,1,,,,2
,katrine=holmiin,0,,,,,1
,katrinehol=miin,0,,,,,1
kulutusmaksu,kulutus=maksu,1,,,,,1
,kulut=us=maksu,0,1,,,,2
,kulut=usmaksu,0,,,,,1
,kulutusmaksu,0,,,,,
tutteli,tutteli,1,,,,,
,tu=tteli,0,1,,,1,1
epäsuhteessa,epA=suhteessa,1,,,,,1
,epA=suh=teessa,0,1,1,,,2
,epAsuh=teessa,0,,1,1,,1
,epAsuhteessa,0,,,1,,
jalkautettava,jalkautettava,1,,,,,
,jalka=utetta=va,0,1,,,,2
,jalka=utettava,0,,,,,1
,jalkautetta=va,0,1,,,,1
kielikysymyksessä,kieli=kysymyksessA,1,,,,,1
,kieli=kysym=yksessA,0,,1,,,2
,kielikysym=yksessA,0,,1,,,1
,kielikysymyksessA,0,,,,,
pääomistajalla,pAA=omistajalla,1,,,,,1
,pAA=omistaja=lla,0,1,,,1,2
,pAAomistaja=lla,0,1,,1,1,1
,pAAomistajalla,0,,,1,,
viimeisteltävänä,viimeisteltAvAnA,1,,,,,
,viime=isteltAvAnA,0,,,,,1
opintojärjestö,opinto=jArjestO,1,,,,,1
,opintojArjestO,0,,,1,,
ikiaikaisia,iki=aikaisia,1,,,,,1
,iki=aika=isia,0,,,,,2
,ikiaika=isia,0,,,,,1
,ikiaikaisia,0,,,,,
makeiset,makeiset,1,,,,,
,ma=ke=iset,0,2,,,,2
,ma=keiset,0,1,,,,1
,make=iset,0,,,,,1
äänestäne,AAnestAne,1,,,,,
,AAnestA=ne,0,1,,,,1
herooinen,herooinen,1,,,,,
,her=oo=inen,0,1,,,,2
,her=ooinen,0,1,,,,1
,heroo=inen,0,,,,,1
muovimukeja,muovi=mukeja,1,,,,,1
,muovi=mu=ke=ja,0,3,,,,3
,muovi=mu=keja,0,1,,,,2
,muovi=muke=ja,0,1,,,,2
,muovimu=ke=ja,0,2,,,,2
,muovimu=keja,0,,,,,1
,muovimuke=ja,0,1,,,,1
,muovimukeja,0,,,,,
täsmä,tAsmA,1,,,,,
,tA=s=mA,0,3,,,1,2
,tA=smA,0,2,,,,1
,tAs=mA,0,2,,,,1
yhteistyökumppanimme,yhteis=tyO=kumppanimme,1,,,,,2
,yhteis=tyO=kumppani=mme,0,1,,,1,3
,yhteis=tyOkumppani=mme,0,1,,1,1,2
,yhteis=tyOkumppanimme,0,,,1,,1
,yhteistyO=kumppani=mme,0,1,,,1,2
,yhteistyO=kumppanimme,0,,,,,1
,yhteistyOkumppani=mme,0,1,,1,1,1
,yhteistyOkumppanimme,0,,,1,,
kellonviisareita,kellon=viisareita,1,,,,,1
,kello=n=vii=sar=eita,0,2,,,1,4
,kello=n=vii=sareita,0,1,,,1,3
,kello=n=viisar=eita,0,1,,,1,3
,kello=n=viisareita,0,1,,,1,2
,kello=nvii=sar=eita,0,1,,,1,3
,kello=nvii=sareita,0,,,,1,2
,kello=nviisar=eita,0,,,,1,2
,kello=nviisareita,0,,,,1,1
,kellon=vii=sar=eita,0,1,,,,3
,kellon=vii=sareita,0,,,,,2
,kellon=viisar=eita,0,,,,,2
,kellonvii=sar=eita,0,1,,,,2
,kellonvii=sareita,0,,,,,1
,kellonviisar=eita,0,,,,,1
,kellonviisareita,0,,,,,
suppeiden,suppeiden,1,,,,,
,sup=pe=iden,0,2,1,,,2
,sup=peiden,0,1,1,,,1
,suppe=iden,0,,,,,1
karmaisevassa,karmaisevassa,1,,,,,
,kar=maise=va=ssa,0,3,,,1,3
,kar=maise=vassa,0,1,,,,2
,kar=maiseva=ssa,0,2,,,1,2
,kar=maisevassa,0,1,,,,1
,karmaise=va=ssa,0,2,,,1,2
,karmaise=vassa,0,,,,,1
,karmaiseva=ssa,0,1,,,1,1
susanne,susanne,1,,,,,
,susan=ne,0,1,,,,1
videoneuvotteluun,video=neuvotteluun,1,,,,,1
,video=neuvo=ttelu=un,0,1,,,1,3
,video=neuvo=tteluun,0,,,,1,2
,video=neuvottelu=un,0,1,,,,2
,videoneuvo=ttelu=un,0,1,,,1,2
,videoneuvo=tteluun,0,,,,1,1
,videoneuvottelu=un,0,1,,,,1
,videoneuvotteluun,0,,,,,
australialaiskoomikko,australialais=koomikko,1,,,,,1
,australia=lais=koo=mikko,0,,,,,3
,australia=lais=koomikko,0,,,,,2
,australia=laiskoo=mikko,0,,,,,2
,australia=laiskoomikko,0,,,,,1
,australialais=koo=mikko,0,,,,,2
,australialaiskoo=mikko,0,,,,,1
,australialaiskoomikko,0,,,,,
silminnäkijähavainnot,silmin=nAkijA=havainnot,1,,,,,2
,silmin=nAkijA=hava=inno=t,0,1,,,1,4
,silmin=nAkijA=hava=innot,0,,,,,3
,silmin=nAkijA=havainno=t,0,1,,,1,3
,silmin=nAkijAhava=inno=t,0,1,,1,1,3
,silmin=nAkijAhava=innot,0,,,1,,2
,silmin=nAkijAhavainno=t,0,1,,1,1,2
,silmin=nAkijAhavainnot,0,,,1,,1
,silminnAkijA=hava=inno=t,0,1,,,1,3
,silminnAkijA=hava=innot,0,,,,,2
,silminnAkijA=havainno=t,0,1,,,1,2
,silminnAkijA=havainnot,0,,,,,1
,silminnAkijAhava=inno=t,0,1,,1,1,2
,silminnAkijAhava=innot,0,,,1,,1
,silminnAkijAhavainno=t,0,1,,1,1,1
,silminnAkijAhavainnot,0,,,1,,
asiakaslehdessä,asiakas=lehdessA,1,,,,,1
,asiakaslehdessA,0,,,1,,
iltasanomissa,ilta=sanomissa,1,,,,,1
,iltasanomissa,0,,,,,
kitkerässä,kitkerAssA,1,,,,,
,kit=kerA=ssA,0,2,,,1,2
,kit=kerAssA,0,1,,,,1
,kitkerA=ssA,0,1,,,1,1
muistinsa,muistinsa,1,,,,,
,muisti=nsa,0,1,,,1,1
henrikssonille,henrikssonille,1,,,,,
,henri=k=sson=ille,0,2,1,,2,3
,henri=k=ssonille,0,1,1,,2,2
,henri=ksson=ille,0,1,,,1,2
,henri=kssonille,0,,,,1,1
,henrik=sson=ille,0,1,1,,1,2
,henrik=ssonille,0,,1,,1,1
,henriksson=ille,0,,,,,1
professuuriin,professuuriin,1,,,,,
,pro=fes=suuri=in,0,3,,,,3
,pro=fes=suuriin,0,2,,,,2
,pro=fessuuri=in,0,2,,,,2
,pro=fessuuriin,0,1,,,,1
,profes=suuri=in,0,1,,,,2
,profes=suuriin,0,,,,,1
,professuuri=in,0,1,,,,1
ohjelmistosuunnittelu,ohjelmisto=suunnittelu,1,,,,,1
,ohjelmistosuunnittelu,0,,,,,
vaativasti,vaativasti,1,,,,,
,vaati=vasti,0,,,,,1
kuusikerroksista,kuusi=kerroksista,1,,,,,1
,kuusi=kerro=ksista,0,,,,1,2
,kuusikerro=ksista,0,,,,1,1
,kuusikerroksista,0,,,,,
suolahdesta,suo=lahdesta,1,,,,,1
,suolahdesta,0,,,,,
katutyö,katu=tyO,1,,,,,1
,katutyO,0,,,1,,
seurani,seurani,1,,,,,
,seura=ni,0,1,,,,1
kuulumisistaan,kuulumisistaan,1,,,,,
,kuulu=mis=ista=an,0,2,,,,3
,kuulu=mis=istaan,0,1,,,,2
,kuulu=misista=an,0,1,,,,2
,kuulu=misistaan,0,,,,,1
,kuulumis=ista=an,0,1,,,,2
,kuulumis=istaan,0,,,,,1
,kuulumisista=an,0,1,,,,1
säiläin,sAilAin,1,,,,,
,sAilA=in,0,1,,,,1
särkisalmella,sArki=salmella,1,,,,,1
,sArki=salme=lla,0,1,,,1,2
,sArkisalme=lla,0,1,,1,1,1
,sArkisalmella,0,,,1,,
politiikkakin,politiikkakin,1,,,,,
,politiikka=kin,0,1,,,,1
keikastaan,keikastaan,1,,,,,
,kei=kasta=an,0,1,,,,2
,kei=kastaan,0,,,,,1
,keikasta=an,0,1,,,,1
kodinkonekauppias,kodin=kone=kauppias,1,,,,,2
,kod=in=kone=kauppias,0,2,,,,3
,kod=in=konekauppias,0,2,,,,2
,kod=inkone=kauppias,0,1,,,,2
,kod=inkonekauppias,0,1,,,,1
,kodin=konekauppias,0,,,,,1
,kodinkone=kauppias,0,,,,,1
,kodinkonekauppias,0,,,,,
käyttöjännärissä,kAyttO=jAnnArissA,1,,,,,1
,kAyttO=jAnnAri=ssA,0,1,,,1,2
,kAyttOjAnnAri=ssA,0,1,,,1,1
,kAyttOjAnnArissA,0,,,,,
terassiviiniksi,terassi=viiniksi,1,,,,,1
,terassi=viin=iksi,0,,,,,2
,terassiviin=iksi,0,,,,,1
,terassiviiniksi,0,,,,,
siteessä,siteessA,1,,,,,
,si=te=essA,0,2,,,,2
,si=teessA,0,1,,,,1
,site=essA,0,,,,,1
korvenkatu,korven=katu,1,,,,,1
,korvenkatu,0,,,,,
keskusroolin,keskus=roolin,1,,,,,1
,keskus=rooli=n,0,1,,,1,2
,keskusrooli=n,0,1,,,1,1
,keskusroolin,0,,,,,
kuntarahoituksen,kunta=rahoituksen,1,,,,,1
,kunta=raho=ituksen,0,,,,,2
,kuntaraho=ituksen,0,,,,,1
,kuntarahoituksen,0,,,,,
seurakuntataloa,seura=kunta=taloa,1,,,,,2
,seura=kunta=talo=a,0,1,,,,3
,seura=kuntatalo=a,0,1,,,,2
,seura=kuntataloa,0,,,,,1
,seurakunta=talo=a,0,1,,,,2
,seurakunta=taloa,0,,,,,1
,seurakuntatalo=a,0,1,,,,1
,seurakuntataloa,0,,,,,
kanikonttorin,kani=konttorin,1,,,,,1
,kan=i=konttorin,0,2,,,,2
,kan=ikonttorin,0,1,,,,1
,kanikonttorin,0,,,,,
pitäjänhistorian,pitAjAn=historian,1,,,,,1
,pitAjAn=historia=n,0,1,,,1,2
,pitAjAnhistoria=n,0,1,,1,1,1
,pitAjAnhistorian,0,,,1,,
naurettavia,naurettavia,1,,,,,
,naure=tta=via,0,1,,,1,2
,naure=ttavia,0,,,,1,1
,nauretta=via,0,,,,,1
hempeässä,hempeAssA,1,,,,,
,hempe=AssA,0,,,,,1
pikkulänkkärissä,pikku=lAnkkArissA,1,,,,,1
,pikku=lAnkkAri=ssA,0,1,,,1,2
,pikkulAnkkAri=ssA,0,1,,1,1,1
,pikkulAnkkArissA,0,,,1,,
idolinaan,idolinaan,1,,,,,
,idoli=na=an,0,2,,,,2
,idoli=naan,0,,,,,1
,idolina=an,0,1,,,,1
eirik,eirik,1,,1,,,
,ei=rik,0,1,1,,,1
fonziesta,fonziesta,1,,,,,
,fonzie=sta,0,1,,,,1
kaarirantaan,kaari=rantaan,1,,,,,1
,kaari=ranta=an,0,1,,,,2
,kaariranta=an,0,1,,,,1
,kaarirantaan,0,,,,,
kansansivistysjärjestö,kansan=sivistys=jArjestO,1,,,,,2
,kansan=sivistysjArjestO,0,,,,,1
,kansansivistys=jArjestO,0,,,1,,1
,kansansivistysjArjestO,0,,,1,,
työkalustaan,tyO=kalustaan,1,,,,,1
,tyO=kalu=sta=an,0,2,,,,3
,tyO=kalu=staan,0,,,,,2
,tyO=kalusta=an,0,1,,,,2
,tyOkalu=sta=an,0,2,,1,,2
,tyOkalu=staan,0,,,1,,1
,tyOkalusta=an,0,1,,1,,1
,tyOkalustaan,0,,,1,,
kertakäyttöastioista,kerta=kAyttO=astioista,1,,,,,2
,kerta=kAyttO=asti=oista,0,,,,,3
,kerta=kAyttOasti=oista,0,,,1,,2
,kerta=kAyttOastioista,0,,,1,,1
,kertakAyttO=asti=oista,0,,,1,,2
,kertakAyttO=astioista,0,,,1,,1
,kertakAyttOasti=oista,0,,,1,,1
,kertakAyttOastioista,0,,,1,,
autokatosta,auto=katosta,1,,,,,1
,auto=kat=osta,0,1,,,,2
,autokat=osta,0,,,,,1
,autokatosta,0,,,,,
laulumaa,laulu=maa,1,,,,,1
,laulumaa,0,,,,,
saunaporukka,sauna=porukka,1,,,,,1
,sauna=poruk=ka,0,1,1,,,2
,saunaporuk=ka,0,1,1,,,1
,saunaporukka,0,,,,,
luottoluokituslaitos,luotto=luokitus=laitos,1,,,,,2
,luotto=luokituslaitos,0,,,,,1
,luottoluokitus=laitos,0,,,,,1
,luottoluokituslaitos,0,,,,,
kuntaamme,kuntaamme,1,,,,,
,kunta=a=mme,0,2,,,1,2
,kunta=amme,0,,,,,1
,kuntaa=mme,0,1,,,1,1
shkelestä,shkelestA,1,,,,1,
,shkel=estA,0,1,,,1,1
näytteilleasettajina,nAytteille=asettajina,1,,,,,1
,nAyt=teille=aset=tajina,0,,,,,3
,nAyt=teille=asettajina,0,,,,,2
,nAyt=teilleaset=tajina,0,,,,,2
,nAyt=teilleasettajina,0,,,,,1
,nAytteille=aset=tajina,0,,,,,2
,nAytteilleaset=tajina,0,,,1,,1
,nAytteilleasettajina,0,,,1,,
koulutustehtävä,koulutus=tehtAvA,1,,,,,1
,koulutustehtAvA,0,,,1,,
pingviinilauma,pingviini=lauma,1,,,,,1
,pingviini=lau=ma,0,1,,,,2
,pingviinilau=ma,0,1,,,,1
,pingviinilauma,0,,,,,
vierailuesitykset,vierailu=esitykset,1,,,,,1
,vierailu=esit=ykset,0,,,,,2
,vierailuesit=ykset,0,,,,,1
,vierailuesitykset,0,,,1,,
epärehellisen,epA=rehellisen,1,,,,,1
,epA=rehe=llisen,0,,,,1,2
,epArehe=llisen,0,,,,1,1
,epArehellisen,0,,,,,
viaton,viaton,1,,,,,
,via=to=n,0,2,,,1,2
,via=ton,0,1,,,,1
,viato=n,0,1,,,1,1
teloittamisensa,teloittamisensa,1,,,,,
,teloittamise=nsa,0,1,,,1,1
viitelainan,viite=lainan,1,,,,,1
,viite=lain=an,0,1,,,,2
,viitelain=an,0,1,,,,1
,viitelainan,0,,,,,
eläkeläisenäkin,elAkelAisenAkin,1,,,,,
,elAke=lA=isenA=kin,0,2,,,,3
,elAke=lA=isenAkin,0,1,,,,2
,elAke=lAisenA=kin,0,1,,,,2
,elAke=lAisenAkin,0,,,,,1
,elAkelA=isenA=kin,0,1,,,,2
,elAkelA=isenAkin,0,,,,,1
,elAkelAisenA=kin,0,1,,,,1
lehdolta,lehdolta,1,,,,,
,lehd=o=lta,0,3,,,2,2
,lehd=olta,0,1,,,1,1
,lehdo=lta,0,1,,,1,1
toiminnallamme,toiminnallamme,1,,,,,
,toimi=n=n=alla=mme,0,3,,,3,4
,toimi=n=n=allamme,0,2,,,2,3
,toimi=n=nalla=mme,0,2,,,2,3
,toimi=n=nallamme,0,1,,,1,2
,toimi=nn=alla=mme,0,2,,,2,3
,toimi=nn=allamme,0,1,,,1,2
,toimi=nnalla=mme,0,1,,,2,2
,toimi=nnallamme,0,,,,1,1
,toimin=n=alla=mme,0,2,,,2,3
,toimin=n=allamme,0,1,,,1,2
,toimin=nalla=mme,0,1,,,1,2
,toimin=nallamme,0,,,,,1
,toiminn=alla=mme,0,1,,,2,2
,toiminn=allamme,0,,,,1,1
,toiminnalla=mme,0,1,,,1,1
lauoin,lauoin,1,,,,,
,lau=oin,0,,,,,1
taskulliset,taskulliset,1,,,,,
,tasku=llis=et,0,2,,,1,2
,tasku=lliset,0,,,,1,1
,taskullis=et,0,1,,,,1
tirkistelijä,tirkistelijA,1,,,,,
,tirki=steli=jA,0,1,,,,2
,tirki=stelijA,0,,,,,1
,tirkisteli=jA,0,1,,,,1
tutkintonimikkeestä,tutkinto=nimikkeestA,1,,,,,1
,tutkinto=nimi=kke=estA,0,1,,,1,3
,tutkinto=nimi=kkeestA,0,,,,1,2
,tutkinto=nimikke=estA,0,,,,,2
,tutkintonimi=kke=estA,0,1,,,1,2
,tutkintonimi=kkeestA,0,,,,1,1
,tutkintonimikke=estA,0,,,,,1
,tutkintonimikkeestA,0,,,1,,
kolhiintui,kolhiintui,1,,,,,
,kol=hi=in=tui,0,3,,,,3
,kol=hi=intui,0,2,,,,2
,kol=hiin=tui,0,1,,,,2
,kol=hiintui,0,1,,,,1
,kolhi=in=tui,0,1,,,,2
,kolhi=intui,0,,,,,1
,kolhiin=tui,0,,,,,1
luetan,luetan,1,,,,,
,lu=et=an,0,3,,,,2
,lu=etan,0,1,,,,1
,luet=an,0,1,,,,1
varpaisjärvellä,varpais=jArvellA,1,,,,,1
,varpais=jArv=ellA,0,1,1,,,2
,varpaisjArv=ellA,0,,1,1,,1
,varpaisjArvellA,0,,,1,,
nuortenkirjallisuutta,nuorten=kirjallisuutta,1,,,,,1
,nuorten=kirjallis=uutta,0,,,,,2
,nuortenkirjallis=uutta,0,,,,,1
,nuortenkirjallisuutta,0,,,,,
taloilla,taloilla,1,,,,,
,talo=illa,0,,,,,1
presidentinvallan,presidentin=vallan,1,,,,,1
,president=in=vallan,0,1,,,,2
,president=invallan,0,,,,,1
,presidentinvallan,0,,,,,
sotaelokuvassa,sota=elo=kuvassa,1,,,,,2
,sota=elo=kuva=ssa,0,1,,,1,3
,sota=elokuva=ssa,0,1,,,1,2
,sota=elokuvassa,0,,,,,1
,sotaelo=kuva=ssa,0,1,,,1,2
,sotaelo=kuvassa,0,,,,,1
,sotaelokuva=ssa,0,1,,,1,1
,sotaelokuvassa,0,,,,,
mallorcasta,mallorcasta,1,,,,,
,mallorca=sta,0,1,,,,1
poskisuudelmiin,poski=suudelmiin,1,,,,,1
,poski=suu=del=miin,0,1,,,,3
,poski=suu=delmiin,0,,,,,2
,poski=suudel=miin,0,,,,,2
,poskisuu=del=miin,0,1,,,,2
,poskisuu=delmiin,0,,,,,1
,poskisuudel=miin,0,,,,,1
,poskisuudelmiin,0,,,,,
kassanjohtaja,kassan=johtaja,1,,,,,1
,kassanjohtaja,0,,,,,
hiihtokeskukseksi,hiihto=keskukseksi,1,,,,,1
,hiihto=keskuk=seksi,0,,1,,,2
,hiihtokeskuk=seksi,0,,1,,,1
,hiihtokeskukseksi,0,,,,,
wilcoxin,wilcoxin,1,,,,,
,wilcox=in,0,1,1,,,1
martonin,martonin,1,,,,,
,marton=in,0,1,,,,1
matkustatte,matkustatte,1,,,,,
,matkust=a=tte,0,2,,,2,2
,matkust=atte,0,,,,1,1
,matkusta=tte,0,1,,,1,1
koulumaksuja,koulu=maksuja,1,,,,,1
,koulu=maksu=ja,0,1,,,,2
,koulumaksu=ja,0,1,,,,1
,koulumaksuja,0,,,,,
menestyksen,menestyksen,1,,,,,
,menestyks=en,0,1,,,,1
lapsensa,lapsensa,1,,,,,
,lapsen=sa,0,1,,,,1
hannesta,hannesta,1,,,,,
,hanne=sta,0,1,,,,1
käyttökustannuksia,kAyttO=kustannuksia,1,,,,,1
,kAyttO=kustannu=ksi=a,0,2,,,1,3
,kAyttO=kustannu=ksia,0,,,,1,2
,kAyttO=kustannuksi=a,0,1,,,,2
,kAyttOkustannu=ksi=a,0,2,,1,1,2
,kAyttOkustannu=ksia,0,,,1,1,1
,kAyttOkustannuksi=a,0,1,,1,,1
,kAyttOkustannuksia,0,,,1,,
ylioppilaskokelasta,yli=oppilas=kokelasta,1,,,,,2
,yli=oppilas=koke=lasta,0,,,,,3
,yli=oppilaskoke=lasta,0,,,,,2
,yli=oppilaskokelasta,0,,,,,1
,ylioppilas=koke=lasta,0,,,1,,2
,ylioppilas=kokelasta,0,,,1,,1
,ylioppilaskoke=lasta,0,,,1,,1
,ylioppilaskokelasta,0,,,1,,
levyhallin,levy=hallin,1,,,,,1
,levy=halli=n,0,1,,,1,2
,levyhalli=n,0,1,,1,1,1
,levyhallin,0,,,1,,
